stop_id,stop_name,stop_lat,stop_lon,zone_id,stop_code,location_type,parent_station,wheelchair_boarding,intersection_code,stop_place,reference_place,stop_name_short
20949,Rancho Santa Fe Rd & Linda Vista Dr,33.140732,-117.203230,,20949,0,,2,N-S/B,,,Rcho Santa Fe&L Vsta
20962,Escondido Bl & Mission Av,33.128255,-117.089140,,20962,0,,1,F-S/B,,,Escondido&Mission
20964,Broadway & Lincoln Av,33.133972,-117.087080,,20964,0,,0,N-S/B,,,Brdwy&Lincoln
20967,Pala Mission Rd & Portillo Rd,33.364953,-117.084209,,20967,0,,1,F-W/B,,,Pala Mission & Portillo
20971,Escondido Bl & 15th Av,33.107400,-117.075128,,20971,0,,1,F-S/B,,,Escondido&15th
20972,Escondido Bl & Felicita Av,33.105210,-117.073658,,20972,0,,1,N-S/B,escfel,,Escondido&Felicita
20976,Hwy 76 & Lilac Rd,33.364021,-117.062397,,20976,0,,2,F-E/B,,,Hwy 76 & Lilac
20978,Bear Valley Pkwy & Kit Carson Park,33.078231,-117.057425,,20978,0,,1,N-S/B,bvpkcp,,Bear Vly&Kit Carson Park
20980,Citrus Av & Citron Pl,33.133080,-117.039209,,20980,0,,2,N-S/B,,,Citrus & Citron
20981,Hwy 78 & San Pasqual Rd,33.097807,-117.020663,,20981,0,,1,F-E/B,,,Hwy 78 & San Pasqual
20982,Hwy 76 & El Senedero Dr,33.335874,-117.005488,,20982,0,,2,N-S/B,,,Hwy 76 & El Senedero
20983,Hwy 76 & Pauma Valley Dr,33.302974,-116.978077,,20983,0,,2,N-S/B,,,Hwy 76 & Pauma Vly
20991,Stuart Mesa & Vaughn,33.252679,-117.404834,,20991,0,,2,F-N/B,,,Stuart Mesa&Vaughn
20992,Stuart Mesa & Bloom,33.249042,-117.403107,,20992,0,,2,F-S/B,,,Stuart Mesa&Bloom
20996,Coast Hwy & Civic Center Dr,33.197286,-117.380820,,20996,0,,1,F-S/B,,,Coast Hwy & Civic Ctr
20999,Coast Hwy & Topeka St,33.193733,-117.377830,,20999,0,,1,F-S/B,,,Coast Hwy & Topeka
21003,Coast Hwy & Washington Av,33.190530,-117.375124,,21003,0,,1,F-S/B,,,Coast Hwy & Wshngtn
21005,Coast Hwy & Wisconsin Av,33.188381,-117.373356,,21005,0,,1,F-S/B,,,Coast Hwy & Wisconsin
21008,Coast Hwy & West St,33.186416,-117.371734,,21008,0,,1,F-S/B,,,Coast Hwy & West
21013,Coast Hwy & Oceanside Blvd,33.183350,-117.369212,,21013,0,,1,F-S/B,coaosS,,Coast Hwy & Oceansidevd
21015,Coast Hwy & Cassidy St,33.174859,-117.362015,,21015,0,,1,F-S/B,,,Coast Hwy & Cassidy
21019,Mesa Dr & Mission Av,33.208108,-117.358652,,21019,0,,1,F-S/B,,,Mesa&Mission
21023,Mesa Dr & Crouch St,33.205741,-117.353723,,21023,0,,1,F-S/B,,,Mesa&Crouch
21024,9th St & Vandegrift Bl,33.295368,-117.353596,,21024,0,,0,F-S/B,,,9th&Vandegrift
21031,Mesa Dr & Barnwell St,33.204694,-117.348050,,21031,0,,2,F-N/B,,,Mesa&Barnwell
21032,Carlsbad Bl & Tamarack Av,33.147366,-117.345393,,21032,0,,1,F-S/B,,,Clsbd&Tamarack
21033,Harding St & Carlsbad Village Dr,33.161521,-117.344381,,21033,0,,2,F-S/B,,,Harding&Clsbd Vlge
21038,Harding St & Pine Av,33.159434,-117.342688,,21038,0,,1,F-S/B,,,Harding&Pine
21042,Marron Rd & Jefferson St,33.177515,-117.340350,,21042,0,,2,F-S/B,,,Marron&Jefferson
21043,Pio Pico Dr & Chestnut Av,33.157698,-117.339080,,21043,0,,2,F-S/B,,,Pio Pico&Chestnut
21044,Pio Pico Dr & Magnolia Av,33.154866,-117.337591,,21044,0,,2,F-S/B,,,Pio Pico&Magnolia
21046,Fireside St & Parkside Dr,33.227742,-117.338184,,21046,0,,1,F-S/B,,,Fireside&Parkside
21050,Carlsbad Bl & Cerezo Dr,33.128419,-117.332693,,21050,0,,2,F-S/B,,,Clsbd&Cerezo
21051,El Camino Real & Mesa Dr,33.208363,-117.333615,,21051,0,,1,F-S/B,,,El Cmo Real&Mesa
21053,El Camino Real & Oceanside Bl,33.200819,-117.331779,,21053,0,,1,F-S/B,,,El Cmo Real&Oceanside
21054,Carlsbad Bl & Solamar Dr,33.120896,-117.327305,,21054,0,,0,N-S/B,,,Clsbd&Solamar
21055,El Camino Real & Los Arbolitos Bl,33.227731,-117.331245,,21055,0,,1,F-S/B,ecrmiS,,El Cmo Real&Los Arbolitos
21058,El Camino Real & Mission Av,33.225350,-117.331274,,21058,0,,1,F-S/B,misecS,,El Cmo Real&Mission
21059,El Camino Real & Basel St,33.190631,-117.328263,,21059,0,,2,F-S/B,,,El Cmo Real&Basel
21060,El Camino Real & Fire Mountain Dr,33.192256,-117.328221,,21060,0,,1,F-S/B,,,El Cmo Real&Fire Mtn
21066,El Camino Real & Hosp Way,33.174733,-117.325344,,21066,0,,1,F-S/B,,,El Cmo Real&Hosp Way
21067,Douglas Dr & El Camino Real,33.229851,-117.326191,,21067,0,,1,F-S/B,,,Douglas&El Cmo Real
21068,El Camino Real & Carlsbad Village Dr,33.171425,-117.322674,,21068,0,,1,F-S/B,,,El Cmo Real&Clsbd Vlge
21070,Avenida De Anita & Flower Fields Way,33.177031,-117.322686,,21070,0,,2,F-S/B,,,Avda De Anita&Flower Fields Way
21071,Douglas Dr & N River Rd,33.244894,-117.322785,,21071,0,,1,F-S/B,dounrW,,Douglas&N River
21072,El Camino Real & Chestnut Av,33.163267,-117.319798,,21072,0,,1,F-S/B,,,El Cmo Real&Chestnut
21073,Rancho Del Oro Dr & San Ramon Dr,33.222142,-117.320378,,21073,0,,2,F-S/B,,,Rcho Del Oro & San Ramon
21074,Carlsbad Bl & Poinsettia Ln,33.101378,-117.318157,,21074,0,,1,F-S/B,carpoS,,Clsbd&Poinsettia
21076,Rancho Del Oro Dr & Oregano Way,33.217677,-117.319274,,21076,0,,1,N-S/B,echsS,,Rcho Del Oro & Oregano Way
21078,El Camino Real & Tamarack Av,33.153614,-117.312101,,21078,0,,1,F-E/B,,,El Cmo Real&Tamarack
21079,Vandegrift Bl & 11th St,33.299424,-117.313258,,21079,0,,1,F-S/B,,,Vandegrift&11th
21080,Vandegrift Bl & 4th St,33.293749,-117.312591,,21080,0,,1,F-S/B,,,Vandegrift&4th
21082,Vandegrift Bl & Mcx Rd,33.302266,-117.312648,,21082,0,,1,N-S/B,,,Vandegrift&Mcx
21083,El Camino Real & Kelly Dr,33.152087,-117.309870,,21083,0,,1,F-E/B,,,El Cmo Real&Kelly
21085,Hwy 101 & La Costa Av,33.081404,-117.308163,,21085,0,,1,M-Street-S/B,,,Hwy 101 & La Costa
21086,Rancho Del Oro Rd & Las Tiendas Way,33.183793,-117.311050,,21086,0,,1,F-S/B,,,Rcho Del Oro & Las Tiendas Way
21087,Vandegrift Bl & 14th St,33.307231,-117.311596,,21087,0,,1,F-S/B,,,Vandegrift&14th
21090,Rancho Del Oro Dr & Tournament Dr,33.186579,-117.309181,,21090,0,,1,F-S/B,,,Rcho Del Oro & Tournament
21091,Rancho Del Oro Rd & Trieste Way,33.189248,-117.308571,,21091,0,,1,F-S/B,,,Rcho Del Oro & Trieste Way
21093,Hwy 101 & Grandview St,33.075877,-117.306222,,21093,0,,1,F-S/B,,,Hwy 101 & Grandview
21098,Hwy 101 & Phoebe St,33.069046,-117.303944,,21098,0,,1,F-S/B,,,Hwy 101 & Phoebe
21102,Hwy 101 & Leucadia Blvd,33.063985,-117.302270,,21102,0,,1,F-S/B,,,Hwy 101 & Leucadiavd
21108,Vandegrift Bl & Barnett Cir,33.284752,-117.302105,,21108,0,,1,F-S/B,,,Vandegrift&Barnett Cir
21109,N River Rd & Redondo Dr,33.249103,-117.301492,,21109,0,,1,F-S/B,,,N River&Redondo
21114,Vandegrift Bl & Gold Dr,33.257830,-117.299025,,21114,0,,1,F-S/B,vangol,,Vandegrift&Gold
21115,Vandergrift Blvd & Parker St,33.261075,-117.298400,,21115,0,,1,F-S/B,vandep,,Vandergrift& Parker
21116,Vandergrift Blvd & Castellano Dr,33.264428,-117.297804,,21116,0,,1,F-S/B,,,Vandergrift& Castellano
21119,Vandegrift Bl & Douglas Dr,33.273012,-117.296290,,21119,0,,1,F-S/B,vadouS,,Vandegrift&Douglas
21120,College Blvd & Adams St,33.248971,-117.294961,,21120,0,,1,F-S/B,,,Coll& Adams
21123,Vulcan Av & J St,33.038545,-117.291676,,21123,0,,2,F-S/B,,,Vulcan&J
21124,College Blvd & Via Cupeno,33.246292,-117.290865,,21124,0,,1,F-S/B,,,Coll& Via Cupeno
21125,Thunder Dr & College Bl,33.198946,-117.288260,,21125,0,,1,F-S/B,,,Thunder&Coll
21126,Thunder Dr & Marvin St,33.194668,-117.288279,,21126,0,,2,F-S/B,,,Thunder&Marvin
21127,Saxony Rd & Saxony Ln,33.052379,-117.285655,,21127,0,,1,F-S/B,,,Saxony&Saxony
21128,El Camino Real & Sunny Creek Rd,33.144605,-117.286051,,21128,0,,1,F-E/B,,,El Cmo Real&Sunny Creek
21129,Saxony Rd & Leucadia Bl,33.064586,-117.285224,,21129,0,,1,F-S/B,saxleS,,Saxony&Leucadia
21131,Saxony Rd & Puebla St,33.061684,-117.285374,,21131,0,,1,N-S/B,,,Saxony&Puebla
21133,Sky Haven Ln & Sundown Ln,33.180351,-117.280156,,21133,0,,1,F-S/B,,,Sky Haven&Sundown
21134,Sky Haven Ln & Zenith Ln,33.178526,-117.280183,,21134,0,,1,F-S/B,,,Sky Haven&Zenith
21135,Emerald Dr & Hacienda Dr,33.186218,-117.279636,,21135,0,,1,F-S/B,,,Emerald&Hacienda
21141,Hwy 101 & Solana Vista Dr,32.997862,-117.274040,,21141,0,,1,F-S/B,,,Hwy 101 & Solana Vista
21142,Yarrow Dr & Palomar Airport Rd,33.124855,-117.275042,,21142,0,,2,F-S/B,paryaS,,Yarrow&Palomar Airport
21144,Hwy 101 & Plaza St,32.991360,-117.271692,,21144,0,,1,F-S/B,101loS,,Hwy 101 & Pza
21145,Camino Del Mar & 29th St,32.972376,-117.268658,,21145,0,,1,N-S/B,,,Cmo Del Mar&29th
21147,El Camino Real & Dove Ln,33.104981,-117.267149,,21147,0,,2,F-S/B,,,El Cmo Real&Dove
21149,El Camino Real & Town Center Dr,33.064595,-117.262622,,21149,0,,1,F-S/B,,,El Cmo Real&Town Ctr
21150,N Torrey Pines Rd & Torrey Pines State Beach,32.935782,-117.260929,,21150,0,,1,M-Special_Loc,,,N Try Pines & Try Pinesate Bch
21151,El Camino Real & Mountain Vista Dr,33.051497,-117.260948,,21151,0,,1,F-S/B,,,El Cmo Real&Mtn Vista
21160,Melrose Dr & Melrose Way,33.185885,-117.253489,,21160,0,,1,N-S/B,,,Melrose&Melrose Way
21161,S Mission Rd & Clemmens Ln,33.368699,-117.250952,,21161,0,,1,F-S/B,,,S Mission&Clemmens
21164,S Mission Rd & O' Hearn Dr,33.365772,-117.249943,,21164,0,,1,N-S/B,,,S Mission&O' Hearn
21165,Melrose Dr & Buena Vista Dr,33.166667,-117.247238,,21165,0,,1,F-S/B,,,Melrose&Buena Vista
21166,S Mission Rd & Rocky Crest Rd,33.362569,-117.249439,,21166,0,,1,N-S/B,,,S Mission&Rocky Crest
21170,Melrose Dr & Longhorn Dr,33.163662,-117.244500,,21170,0,,1,F-S/B,melloS,,Melrose&Longhorn
21171,N Santa Fe Av & California Av,33.207125,-117.245112,,21171,0,,1,F-S/B,,,N Santa Fe&California
21173,N Santa Fe Av & Los Angeles Dr,33.211115,-117.245085,,21173,0,,1,F-S/B,,,N Santa Fe&Los Angeles
21174,N Santa Fe Av & Bobier Dr,33.220730,-117.245017,,21174,0,,1,F-S/B,nsfboS,,N Santa Fe&Bobier
21175,N Santa Fe Av & Indian Rock Rd,33.217192,-117.245023,,21175,0,,1,F-S/B,,,N Santa Fe&Indian Rock
21177,Melrose Dr & Dawson Dr,33.149826,-117.242251,,21177,0,,2,F-S/B,,,Melrose & Dawson
21178,Melrose Dr & Shadowridge Dr,33.161112,-117.242115,,21178,0,,1,F-S/B,,,Melrose&Shadowridge
21180,Melrose Dr & Sycamore Av,33.144864,-117.241536,,21180,0,,1,F-S/B,,,Melrose&Sycamore
21181,Rancho Santa Fe Rd & Calle Barcelona,33.071883,-117.243146,,21181,0,,1,F-W/B,,,Rcho Santa Fe&Calle Barcelona
21183,Rancho Santa Fe Rd & Olive Crest Dr,33.057537,-117.235572,,21183,0,,2,F-S/B,,,Rcho Santa Fe&Olive Crest
21184,Hwy 76 & North River Rd,33.266976,-117.237136,,21184,0,,1,N-S/B,,,Hwy 76 & NRiver
21185,S Mission Rd & Green Canyon Rd,33.334647,-117.236575,,21185,0,,1,N-S/B,,,S Mission&Green Cyn
21187,Camino De Los Coches & Via Callendo,33.077986,-117.230036,,21187,0,,1,F-S/B,,,Cmo De Los Coches&Via Callendo
21188,Business Park Dr & Liberty Way,33.137578,-117.230039,,21188,0,,2,F-S/B,,,Business Park&Liberty Way
21191,E Vista Way & Oak Dr,33.213141,-117.228842,,21191,0,,1,F-S/B,,,E Vista Way&Oak
21192,S Mission Rd & 4719,33.305837,-117.227333,,21192,0,,1,M-Street-S/B,,,S Mission&4719
21193,Rancho Santa Fe Rd & Melrose Dr,33.106584,-117.225740,,21193,0,,1,F-W/B,,,Rcho Santa Fe&Melrose
21194,E Vista Way & Strawberry Hill Ln,33.243532,-117.226593,,21194,0,,2,F-S/B,,,E Vista Way&Strawberry Hill
21197,E Vista Way & Old Taylor St,33.230034,-117.226298,,21197,0,,1,N-S/B,,,E Vista Way&Old Taylor
21198,Hwy 76 & Olive Hill Rd,33.288546,-117.225837,,21198,0,,1,F-S/B,miscam,,Hwy 76 & Olive Hill
21199,S Mission Rd & Hwy 76,33.294879,-117.222977,,21199,0,,1,N-S/B,mis76S,,S Mission & Hwy 76
21201,Oak Dr & Monte Mar Rd,33.218347,-117.221921,,21201,0,,1,F-S/B,,,Oak&Monte Mar
21202,Oak Dr & Palomar Pl,33.222695,-117.221923,,21202,0,,1,F-S/B,,,Oak&Palomar
21203,Sycamore Av & Watson Way,33.161114,-117.219881,,21203,0,,2,F-S/B,,,Sycamore&Watson Way
21204,Rancho Santa Fe Rd & Lake Ridge Rd,33.122200,-117.218896,,21204,0,,2,F-S/B,,,Rcho Santa Fe&Lake Ridge
21205,La Mirada Dr & Ash St,33.148923,-117.218350,,21205,0,,2,F-E/B,,,La Mirada&Ash
21206,Sycamore Av & Shadowridge Dr,33.164204,-117.217280,,21206,0,,1,F-S/B,sycsha,,Sycamore & Shadowridge
21210,Rancho Santa Fe Rd & San Marcos Bl,33.130004,-117.210106,,21210,0,,1,F-S/B,rsfsmS,,Rcho Santa Fe&San Marcos
21213,Rancho Santa Fe Rd & Descanso Av,33.148180,-117.199453,,21213,0,,1,F-S/B,,,Rcho Santa Fe&Descanso
21232,Quince St & Mission Av,33.127113,-117.093245,,21232,0,,2,F-S/B,,,Quince&Mission
21233,Broadway & Village Rd,33.157888,-117.092549,,21233,0,,1,F-S/B,ccbroE,,Brdwy&Vlge
21234,Quince St & Washington Av,33.124854,-117.092271,,21234,0,,1,N-S/B,,,Quince&Wshngtn
21236,Broadway & Vista Av,33.153046,-117.091794,,21236,0,,1,F-S/B,,,Brdwy&Vista
21237,Broadway & Leslie Ln,33.148205,-117.090985,,21237,0,,1,F-S/B,,,Brdwy&Leslie
21238,Quince St & Norlak Av,33.120804,-117.090073,,21238,0,,1,F-S/B,,,Quince&Norlak
21239,Broadway & Bud Quade Way,33.143297,-117.090196,,21239,0,,1,F-S/B,,,Brdwy&Bud Quade Way
21240,Broadway & El Norte Pkwy,33.139000,-117.089322,,21240,0,,1,F-S/B,brenpS,,Brdwy&El Norte
21241,Broadway & 1125,33.136294,-117.088093,,21241,0,,1,M-Street-S/B,,,Brdwy&1125
21246,Broadway & Washington Av,33.126507,-117.083796,,21246,0,,1,F-S/B,wasbro,,Brdwy&Wshngtn
21247,Escondido Bl & 2nd Av,33.119088,-117.083410,,21247,0,,1,F-S/B,2ndesc,,Escondido&2nd
21249,Escondido Bl & 6th Av,33.115674,-117.080993,,21249,0,,1,F-S/B,,,Escondido&6th
21250,Escondido Bl & 9th Av,33.112687,-117.078881,,21250,0,,1,F-S/B,esc9th,,Escondido&9th
21254,Escondido Bl & 13th Av,33.109210,-117.076409,,21254,0,,1,F-S/B,esc13,,Escondido&13th
21271,Bear Valley Pkwy & Las Palmas Av,33.085735,-117.057302,,21271,0,,1,F-S/B,,,Bear Vly&Las Palmas
21273,Midway Dr & Mission Av,33.144295,-117.056271,,21273,0,,1,F-S/B,,,Midway&Mission
21274,Midway Dr & Washington Av,33.141107,-117.053687,,21274,0,,2,F-S/B,wasmiE,,Midway&Wshngtn
21277,Citrus Av & Bear Valley Pkwy,33.136730,-117.041563,,21277,0,,1,F-S/B,,,Citrus&Bear Vly
21278,Hwy 78 & Old San Pasqual Rd,33.102711,-117.036606,,21278,0,,1,N-E/B,,,Hwy 78 & Old San Pasqual
21280,Hwy 76 & Adams Dr,33.340235,-117.012254,,21280,0,,2,F-E/B,,,Hwy 76 & Adams
21281,Hwy 76 & Pauma Reservation Rd,33.329219,-117.000611,,21281,0,,1,F-S/B,,,Hwy 76 & Pauma Reservation
21282,Hwy 76 & Cole Grade Rd,33.318523,-116.992722,,21282,0,,2,F-S/B,,,Hwy 76 & Cole Grade
21283,Hwy 78 & Horizon View Dr,33.074220,-116.902831,,21283,0,,2,F-S/B,,,Hwy 78 & Horizon View
21284,Hwy 78 & Cedar St,33.054502,-116.871477,,21284,0,,2,F-S/B,,,Hwy 78 & Cedar
21285,Hwy 78 & Olive St,33.048091,-116.871206,,21285,0,,1,N-S/B,,,Hwy 78 & Olive
21286,Broadway & Sherman Pl,33.124120,-117.082687,,21286,0,,1,F-S/B,,,Brdwy & Sherman
21291,Basilone Rd & San Juan St,33.394164,-117.514206,,21291,0,,1,N-W/B,cponoN,,Basilone&San Juan
21292,Las Pulgas Rd & Bldg 43260 (Gas Station),33.341259,-117.410716,,21292,0,,2,N-N/B,,,Las Pulgas&Bldg 43260 (Gas Sta)
21309,Coast Hwy & Oceanside Blvd,33.183462,-117.368994,,21309,0,,1,N-N/B,coaosN,,Coast Hwy & Oceansidevd
21311,Coast Hwy & Morse St,33.177699,-117.364126,,21311,0,,1,N-N/B,,,Coast Hwy & Morse
21317,Mesa Dr & Crouch St,33.205790,-117.353534,,21317,0,,1,N-W/B,,,Mesa&Crouch
21319,9th St & Vandegrift Bl,33.295451,-117.353472,,21319,0,,1,N-N/B,,,9th&Vandegrift
21324,10th St & Bldg 22114,33.294037,-117.350224,,21324,0,,2,N-N/B,,,10th&Bldg 22114
21334,Pio Pico Dr & Chestnut Av,33.157740,-117.338986,,21334,0,,2,N-N/B,,,Pio Pico&Chestnut
21335,Fireside St & Heritage St,33.225190,-117.338110,,21335,0,,1,N-N/B,,,Fireside&Heritage
21337,Fireside St & Los Arbolitos Bl,33.228467,-117.337078,,21337,0,,1,N-N/B,,,Fireside&Los Arbolitos
21343,Carlsbad Bl & Solamar Dr,33.120136,-117.326429,,21343,0,,1,N-N/B,,,Clsbd&Solamar
21352,El Camino Real & Hosp Way,33.173960,-117.324140,,21352,0,,1,N-N/B,,,El Cmo Real&Hosp Way
21353,Santa Margarita & Forrestal Rd,33.334045,-117.327648,,21353,0,,1,N-N/B,navhos,,Santa Margarita&Forrestal
21355,Avenida De Anita & Flower Fields Way,33.176976,-117.322547,,21355,0,,2,N-N/B,,,Avda De Anita&Flower Fields Way
21356,Douglas Dr & N River Rd,33.244819,-117.322409,,21356,0,,1,N-N/B,dounrE,,Douglas&N River
21357,Avenida De Anita & Via Vera,33.173398,-117.320575,,21357,0,,2,F-N/B,,,Avda De Anita&Via Vera
21358,Rancho Del Oro Dr & San Ramon Dr,33.222116,-117.320107,,21358,0,,2,N-N/B,,,Rcho Del Oro & San Ramon
21359,Rancho Del Oro Dr & Via Rancho Rd,33.218974,-117.318992,,21359,0,,1,N-N/B,echsN,,Rcho Del Oro & Via Rcho
21365,Vandegrift Bl & Mcx Rd,33.301722,-117.312599,,21365,0,,1,F-N/B,van13N,,Vandegrift&Mcx
21366,Hwy 101 & La Costa Av,33.081170,-117.307742,,21366,0,,2,N-N/B,,,Hwy 101 & La Costa
21368,Rancho Del Oro Rd & Tournament Dr,33.186495,-117.308907,,21368,0,,1,N-N/B,,,Rcho Del Oro & Tournament
21372,Vandegrift Bl & Barnett Cir,33.284951,-117.301963,,21372,0,,2,N-N/B,,,Vandegrift&Barnett Cir
21373,Hwy 101 & El Portal St,33.057017,-117.298357,,21373,0,,2,F-N/B,,,Hwy 101 & El Portal
21374,Vandegrift Bl & Castellano Way,33.265256,-117.297255,,21374,0,,1,F-N/B,,,Vandegrift&Castellano Way
21375,Vandegrift Bl & Douglas Dr,33.274107,-117.295940,,21375,0,,1,F-N/B,vadouN,,Vandegrift&Douglas
21378,Vulcan Av & J St,33.038565,-117.291542,,21378,0,,1,F-N/B,,,Vulcan&J
21380,Thunder Dr & Waring Rd,33.187257,-117.288183,,21380,0,,1,N-N/B,,,Thunder&Waring
21381,Thunder Dr & College Bl,33.198835,-117.288095,,21381,0,,1,N-N/B,,,Thunder&Coll
21382,Thunder Dr & Westwood Rd,33.192486,-117.288108,,21382,0,,1,F-N/B,,,Thunder&Westwood
21384,Thunder Dr & Jonathon St,33.196779,-117.288100,,21384,0,,1,N-N/B,,,Thunder & Jonathon
21385,Saxony Rd & Leucadia Bl,33.064703,-117.285099,,21385,0,,1,N-N/B,saxleN,,Saxony&Leucadia
21394,Yarrow Dr & Corte Dela Pina,33.122305,-117.273676,,21394,0,,2,N-N/B,,,Yarrow&Corte Dela Pina
21395,El Camino Real & La Costa Av,33.084905,-117.268139,,21395,0,,2,N-N/B,ecrlca,,El Cmo Real&La Costa
21396,Camino Del Mar & 13th St,32.957426,-117.264349,,21396,0,,1,N-N/B,cdm13N,,Cmo Del Mar&13th
21399,Camino Del Mar & Del Mar Heights Rd,32.947888,-117.260722,,21399,0,,1,N-N/B,cdm4th,,Cmo Del Mar&Del Mar Heights
21401,Stevens Av & Genevieve St,32.989169,-117.260412,,21401,0,,2,N-N/B,,,Stevens&Genevieve
21402,El Camino Real & 317,33.054702,-117.261649,,21402,0,,1,F-N/B,,,El Cmo Real & 317
21403,El Camino Real & Santa Fe Dr,33.039112,-117.259169,,21403,0,,1,F-N/B,,,El Cmo Real&Santa Fe
21406,Melrose Dr & Melrose Pl,33.209778,-117.255237,,21406,0,,1,F-N/B,,,Melrose&Melrose
21407,Melrose Dr & Cocapah St,33.207175,-117.254534,,21407,0,,2,N-N/B,,,Melrose&Cocapah
21409,Melrose Dr & County Complex,33.189719,-117.253735,,21409,0,,2,N-N/B,vcourt,,Melrose&County Complex
21415,N Santa Fe Av & Taylor St,33.229487,-117.248145,,21415,0,,2,F-N/B,,,N Santa Fe&Taylor
21419,N Santa Fe Av & Cananea St,33.217088,-117.244747,,21419,0,,1,N-N/B,,,N Santa Fe&Cananea
21421,Melrose Dr & Shadowridge Dr,33.160931,-117.241710,,21421,0,,1,N-N/B,,,Melrose&Shadowridge
21424,Hwy 76 & North River Rd,33.267735,-117.236613,,21424,0,,1,F-N/B,,,Hwy 76 & NRiver
21426,Rancho Santa Fe Rd & El Camino Del Norte,33.050290,-117.233108,,21426,0,,1,F-N/B,rsfcdN,,Rcho Santa Fe&El Cmo Del Norte
21428,S Mission Rd & Baja Mission Rd,33.312572,-117.229836,,21428,0,,1,N-N/B,,,S Mission&Baja Mission
21429,E Vista Way & Oak Dr,33.212989,-117.228578,,21429,0,,1,N-N/B,,,E Vista Way&Oak
21430,E Vista Way & Strawberry Hill Ln,33.244177,-117.226710,,21430,0,,2,N-N/B,,,E Vista Way&Strawberry Hill
21431,E Vista Way & Foothill Dr,33.218497,-117.225985,,21431,0,,1,F-N/B,,,E Vista Way&Foothill
21432,S Mission Rd & Hwy 76,33.295362,-117.222986,,21432,0,,1,F-N/B,mis76N,,S Mission & Hwy 76
21438,Rancho Santa Fe Rd & Descanso Av,33.148212,-117.199109,,21438,0,,1,F-N/B,,,Rcho Santa Fe&Descanso
21444,Broadway & Sundance MHP,33.158724,-117.092432,,21444,0,,1,F-N/B,,,Brdwy & Sundance MHP
21445,Quince St & Washington Av,33.125275,-117.092201,,21445,0,,1,N-N/B,,,Quince&Wshngtn
21446,Escondido Bl & Mission Av,33.128597,-117.089046,,21446,0,,1,N-N/B,,,Escondido&Mission
21450,Escondido Bl & 2nd Av,33.118840,-117.083087,,21450,0,,1,N-N/B,,,Escondido&2nd
21453,Escondido Bl & 15th Av,33.107660,-117.075166,,21453,0,,1,N-N/B,,,Escondido&15th
21455,Pala Mission Rd & Temecula Rd,33.365286,-117.074888,,21455,0,,1,N-W/B,,,Pala Mission & Temecula
21457,Sunset Dr & Escondido Bl,33.101188,-117.070214,,21457,0,,0,N-W/B,,,Sunset&Escondido
21464,Hwy 76 & Rhonda Ln,33.335066,-117.004643,,21464,0,,2,N-N/B,,,Hwy 76 & Rhonda
21465,Hwy 76 & Pauma Reservation Rd,33.328755,-117.000051,,21465,0,,2,N-N/B,,,Hwy 76 & Pauma Reservation
21466,Hwy 76 & Cole Grade Rd,33.319190,-116.992950,,21466,0,,2,F-N/B,,,Hwy 76 & Cole Grade
21467,Hwy 78 & Cedar St,33.054702,-116.871331,,21467,0,,2,N-N/B,,,Hwy 78 & Cedar
21468,Hwy 78 & Olive St,33.048122,-116.871046,,21468,0,,1,F-N/B,,,Hwy 78 & Olive
21471,Basilone Rd & Naval Hosp Clinic,33.392107,-117.509770,,21471,0,,2,F-W/B,,,Basilone&Naval Hosp Clinic
21472,Basilone Rd & Bldg 53372 (Horno Em Club),33.378956,-117.481622,,21472,0,,2,F-N/B,,,Basilone&Bldg 53372 (Horno Em Club)
21473,Basilone Rd & Bldg 53505 (Horno),33.376925,-117.477142,,21473,0,,2,F-W/B,,,Basilone&Bldg 53505 (Horno)
21474,Stuart Mesa & Mitchell,33.251479,-117.404352,,21474,0,,1,N-S/B,,,Stuart Mesa&Mitchell
21475,Stuart Mesa & Bloom,33.249859,-117.403355,,21475,0,,2,F-N/B,,,Stuart Mesa&Bloom
21477,Santa Fe Av & 5th St,33.216731,-117.392910,,21477,0,,1,N-N/B,,,Santa Fe&5th
21478,Santa Fe Av & Nautilus St,33.212681,-117.390804,,21478,0,,0,F-N/B,,,Santa Fe&Nautilus
21480,Stuart Mesa & Vandegrift Bl,33.233466,-117.389591,,21480,0,,0,F-N/B,,,Stuart Mesa&Vandegrift
21483,Coast Hwy & Surfrider Way,33.199551,-117.382482,,21483,0,,1,F-N/B,,,Coast Hwy & Surfrider Way
21489,Coast Hwy & Mission Av,33.196274,-117.379740,,21489,0,,1,F-N/B,,,Coast Hwy & Mission
21491,Coast Hwy & Michigan Av,33.193094,-117.377053,,21491,0,,1,F-N/B,,,Coast Hwy & Michigan
21494,Coast Hwy & Washington Av,33.190989,-117.375264,,21494,0,,1,F-N/B,,,Coast Hwy & Wshngtn
21496,Coast Hwy & Wisconsin Av,33.188996,-117.373587,,21496,0,,1,F-N/B,,,Coast Hwy & Wisconsin
21497,Coast Hwy & West St,33.186977,-117.371962,,21497,0,,1,F-N/B,,,Coast Hwy & West
21504,Coast Hwy & Cassidy St,33.175557,-117.362352,,21504,0,,1,F-N/B,,,Coast Hwy & Cassidy
21505,Coast Hwy & Vista Way,33.172727,-117.359968,,21505,0,,1,F-N/B,,,Coast Hwy & Vista Way
